Source,Target,VID.i,VID.s,cri_comp,icl.i,ich.i,icm.i,scl.i,sch.i,scm.i,icl.s,ich.s,icm.s,scl.s,sch.s,scm.s,anb_name,anb_nuts,ca_bids,ca_cpv,ca_criteria_count,ca_eufund,ca_nuts,ca_scntr_sc,ca_title,cft_duration,cm_mod,w_consortium,w_name,w_nuts,country,ca_date,ca_year,ca_contract_value,nocft,ca_procedure,ca_criterion,anb_type,anb_sector,anb_empl_cat,cpv_div
HU18084922,HU15000168,49,665,0.5586788,0,36,9,0,0,7,0,8,1,0,0,0,VÁTI Magyar Regionális Fejlesztési és Urbanisztikai,HU101,1,79821000-5,2,1,HU101,NA,nyomdai,,,,,,,,,,,,,,,,
HU329749,HU13240433,128,510,0.1281078,6,10,20,3,2,5,3,0,5,0,0,0,Budapesti Corvinus Egyetem,HU101,3,79970000-4,1,1,HU101,1,Tananyagok elektronikus publikációja,219,no contrac,0,Program Produkt Informatikai Kft.,HU101,hungary,24-Nov-10,2010,22941.6,call for tender published,open,lowest price,national ,education,500<x,business services: law
HU21108567,HU14401129,68,604,0.0843352,15,0,0,5,0,2,5,0,0,0,0,0,BTH Budapesti Turisztikai Szolgáltató Nonprofit Korl�,HU101,3,79822500-7,1,0,HU101,0,„Grafikai tervezési,,,,,,,,,,,,,,,,
HU329749,HU12739882,128,476,0.5002182,6,10,20,3,2,5,0,4,4,0,1,0,Budapesti Corvinus Egyetem,HU101,1,79821000-5,1,1,HU101,0,A VEZETÉSTUDOMÁNY cím? folyóirat 2 db különszámának nyomdai el?állítása,NA,no contrac,0,GMN-PEST REPRO STÚDIÓ KORLÁTOLT FELEL?SSÉG? TÁRSASÁG,HU101,hungary,16-Jan-12,2012,2242.5,no call for tenders published,open,lowest price,national ,education,500<x,business services: law
HU329002,HU11951735,121,408,0.5588788,55,3,33,10,0,7,0,2,11,0,0,0,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU18089996,HU15000355,50,700,0.574751,0,6,0,0,2,2,0,12,0,0,1,0,Hungarofest Nemzeti Rendezvényszervez? Nonprofit Korl�,HU101,1,79416000-3,2,0,HU,1,Pécs2010 Európa Kulturális F?városa program PR kampányterv tervezése és lebonyolítása 2009-2010,NA,no contrac,1,Sensation Integrált Kommunikációs Ügynökség Kft. ( n�,HU101,hungary,19-Apr-10,2010,222098.24,call for tender published,negotiation,price plus quality,established by public law,missing,missing,business services: law
HU18089996,HU15000355,50,700,0.5650566,0,6,0,0,2,2,0,12,0,0,1,0,Hungarofest Nemzeti Rendezvényszervez? Nonprofit Korl�,HU101,1,79416000-3,2,0,HU,1,Pécs2010 Európa Kulturális F?városa program PR kampányterv tervezése és lebonyolítása 2009-2010,NA,no contrac,1,Sensation Integrált Kommunikációs Ügynökség Kft. ( n�,HU101,hungary,19-Apr-10,2010,22167.6,call for tender published,negotiation,price plus quality,established by public law,missing,missing,business services: law
HU329002,HU11951735,121,408,0.509998,55,3,33,10,0,7,0,2,11,0,0,0,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU20933713,HU14,65,567,0.5094286,3,36,27,2,1,4,0,8,3,0,0,0,Educatio Társadalmi Szolgáltató Nonprofit Korlátolt,,1,79980000-7,1,0,AT 13,0,Science Magazine (az American Assotiation for the Advancement of Science (AAAS) kiadványainak) online el?fizetése 10 tagintézmény számára és a Nature adatbázis online el?fizetése 12 tagintézmény s,NA,no contrac,0,Ausztria - Külföldi cég,,hungary,30-Jul-10,2010,221327.38,no call for tenders published,other/framework,lowest price,established by public law,education,missing,business services: law
HU21108567,HU11048572,68,345,0.0271511,15,0,0,5,0,2,15,0,3,1,0,0,BTH Budapesti Turisztikai Szolgáltató Nonprofit Korl�,HU101,9,79821000-5,1,0,HU101,NA,"Tájékoztató a Vállalkozási szerz?dés nyomdai munkákra 2012"" tárgyú eljárás eredményér?l""",359,no contrac,0,Gyomai Kner Nyomda Zrt.,HU332,hungary,6-Jul-12,2012,22018.5,call for tender published,open,lowest price,established by public law,general public services,missing,business services: law
HU18089996,HU12376447,50,440,0.5643571,0,6,0,0,2,2,0,3,0,0,0,0,Hungarofest Nemzeti Rendezvényszervez? Nonprofit Korl�,HU101,1,79416000-3,2,0,HU2,1,Tájékoztató a Sensation Kommunikációs Ügynökség Kft.-vel Ajánlatkér? által megkötött vállalkozási szerz?dés - mint keretmegállapodás -  alapján 2010. II. negyedévében kötött egyedi sze,NA,no contrac,0,SENSATION KOMMUNIKÁCIÓS Ügynökség Korlátolt Felel?ss�,HU101,hungary,28-Jul-10,2010,2192.55,call for tender published,negotiation,price plus quality,established by public law,missing,missing,business services: law
HU329815,HU13970831,132,563,0.1274911,105,0,0,8,0,6,14,0,0,0,0,0,Szegedi Tudományegyetem,HU333,14,79952000-2,1,1,HU333,0,TÁMOP-4.2.1/B-09/1/KONV-2010-0005 és TÁMOP 4.2.2-08/1/2008-0008. sz. pályázatok körében tervezett rendezvényszervezési komplex szolgáltatás megrendelése.,151,no contrac,0,STAND - ART Ügynökség Szolgáltató és Kereskedelmi Kor,HU333,hungary,6-Jun-11,2011,21815.25,call for tender published,open,lowest price,national ,education,500<x,business services: law
HU10856417,HU10728350,8,311,0.1059752,10,0,5,5,0,2,15,1,9,15,0,6,MÁV Magyar Államvasutak Zártkör?en M?köd? Részvé,HU101,3,79820000-8,1,0,HU,NA,Táj. elj. eredm. - menetrendi anyagok,NA,no contrac,0,Pátria Nyomda Zártkör?en M?köd? Részvénytársaság,HU101,hungary,23-Nov-12,2012,217381.29,call for tender published,open,lowest price,established by public law,welfare,missing,business services: law
HU10356113,HU10478701,4,293,0.0725593,55,0,11,0,0,2,10,0,1,0,0,0,Magyar Turizmus Zártkör?en M?köd? Részvénytársas�,HU101,3,79956000-0,1,0,HU101,1,Tájékoztató az eljárás eredményér?l - MT Zrt. - Utazás kiállítás,732,no contrac,0,HUNGEXPO Vásár és Reklám Zártkör?en M?köd? Részvén,HU101,hungary,4-Feb-11,2011,21734.1,call for tender published,open,lowest price,established by public law,missing,missing,business services: law
HU329804,HU13979414,131,565,0.1279121,10,1,10,0,0,1,4,0,2,0,0,0,Semmelweis Egyetem,HU101,3,79710000-4,2,0,HU101,0,Semmelweis Egyetem,,,,,,,,,,,,,,,,
HU10644371,HU14892222,6,628,0.0695799,1,0,2,1,0,1,1,0,1,0,0,0,MFB Magyar Fejlesztési Bank Zártkör?en M?köd? Rész,HU101,3,79342000-3,1,0,HU101,1,Az MFB-INDIKÁTOR felmérés lebonyolítása direkt marketing eszközökkel.,117,no contrac,0,AllSys Management Kereskedelmi és Szolgáltató Korlátolt,HU101,hungary,12-Jan-11,2011,21435.15,no call for tenders published,missing/error,lowest price,national ,finance,missing,business services: law
HU329859,HU13722016,134,542,0.0790814,6,0,0,0,0,0,3,0,0,0,0,0,Nyíregyházi F?iskola,,3,79821000-5,2,1,HU323,0,A Partiumi Tudáscentrum Fejlesztése projekt nyomdai munkái.,NA,no contrac,0,"TRIUMVIRÁTUS GRAFIKAI STÚDIÓ"" Kereskedelmi és Szolgál""",HU323,hungary,10-Dec-10,2010,21405.47,no call for tenders published,missing/error,price plus quality,established by public law,education,500<x,business services: law
HU325774,HU21384741,113,738,0.5006875,0,1,2,0,0,0,0,1,1,0,0,0,Balaton-Felvidéki Nemzeti Park Igazgatóság,HU213,1,79550000-4,1,1,HU213,0,Élettelen természetvédelmi értékek védelme a Balaton-felvidéki Nemzeti Park Igazgatóság m?ködési területén” pályázattal kapcsolatos  földtudományi kiadványok és tanösvények tervezése,,,,,,,,,,,,,,,,
HU18055342,HU13625139,47,534,0.0369776,1,0,0,0,0,0,1,0,0,0,0,0,PÁZMÁNY  PÉTER KATOLIKUS EGYETEM,HU101,13,79800000-2,1,0,HU101,NA,Tájékoztató az eljárás eredményér?l - PPKE nyomdai szolgáltatás,310,no contrac,0,VAREG HUNGARY Kereskedelmi és Szolgáltató Korlátolt Fel,HU101,hungary,3-Dec-12,2012,21350.7,call for tender published,open,lowest price,established by public law,education,missing,business services: law
HU329750,HU13646231,129,537,0.0925478,6,0,0,0,0,1,3,0,0,0,0,0,Debreceni Egyetem,HU321,6,79993000-1,10,0,HU321,0,EM-263. kollégiumok üzemeltetési szolgáltatásai (takarítás,,,,,,,,,,,,,,,,
HU10901232,HU15000247,10,684,0.5432079,0,3916,89,0,0,3,0,88,1,0,0,0,Magyar Posta Zártkör?en M?köd? Részvénytársaság,HU101,2,79996000-2,7,0,HU,0,postai közrem?köd?k kiválasztása Gy?r-Moson-Sopron megyében,1461,contract m,0,Kunsziget Község Polgármesteri Hivatala,HU221,hungary,23-Dec-09,2009,20921.9,call for tender published,negotiation,price plus quality,other/private ,missing,missing,business services: law
HU329749,HU14868032,128,626,0.0633962,6,10,20,3,2,5,5,0,5,1,0,0,Budapesti Corvinus Egyetem,HU101,2,79311000-7,1,1,HU101,0,A Budapesti Corvinus Egyetem részére felmérés a bevándorlók civil integrációjáról,329,no contrac,0,IPSOS Média-,,,,,,,,,,,,
HU735265,HU12476963,234,446,0.1076278,0,0,0,2,0,0,0,0,1,3,0,0,Nógrád Megyei Önkormányzat,HU313,6,79212000-3,1,0,HU313,0,Könyvvizsgálói feladatok ellátása,1476,contract m,0,EAST-AUDIT Igazságügyi Adó-,,,,,,,,,,,,
HU10901232,HU60039459,10,797,0.5430364,0,3916,89,0,0,3,0,88,1,0,0,0,Magyar Posta Zártkör?en M?köd? Részvénytársaság,HU101,2,79996000-2,7,0,HU,0,postai közrem?köd?k kiválasztása Nógrád megye településein,1461,contract m,0,Kis-Simon Gellértné,,hungary,9-Nov-09,2009,20263.41,call for tender published,negotiation,price plus quality,other/private ,missing,missing,business services: law
HU733656,HU12011241,227,413,0.0347505,10,0,0,10,0,1,4,0,0,1,0,0,Szombathely Megyei Jogú Város Önkormányzata,HU222,8,79200000-6,1,1,HU222,0,Tájékoztató az eljárás eredményér?l Szombathely Megyei Jogú Város Önkormányzata Közoktatási projektekhez kapcsolódó könyvvizsgálói szolgáltatások,137,no contrac,0,DIAMANT Könyvvizsgáló,,,,,,,,,,,,
HU721473,HU10793509,176,316,0.4786859,0,6,0,0,0,1,0,3,0,0,0,0,Közigazgatási És Elektronikus Közszolgáltatások K,HU101,1,79810000-5,1,0,HU101,0,tájékoztató keretmegállapodás második részének eredményér?l (nyomdai termékek és szolgáltatások a 2009. évi európai parlementi választások lebonyolításához),492,no contrac,0,Állami Nyomda Nyilvánosan M?köd? Részvénytársaság,HU101,hungary,13-Jul-09,2009,1989953.8,call for tender published,missing/error,lowest price,national ,missing,500<x,business services: law
HU10901232,HU23615241,10,769,0.5429911,0,3916,89,0,0,3,0,88,1,0,0,0,Magyar Posta Zártkör?en M?köd? Részvénytársaság,HU101,2,79996000-2,7,0,HU,0,postai közrem?köd?k kiválasztása Komárom-Esztergom megyében,1461,contract m,0,VIRÁGH KERESKEDELMI ÉS SZOLGÁLTATO BT,HU212,hungary,23-Dec-09,2009,19870.74,call for tender published,negotiation,price plus quality,other/private ,missing,missing,business services: law
HU300146,HU15000290,75,692,0.0887702,6,0,0,2,0,0,4,0,0,1,0,0,Legf?bb Ügyészség,HU101,4,79713000-5,3,0,HU101,NA,A Központi Nyomozó F?ügyészség öt irodaépületének folyamatos él?er?s ?rzés-védelmi és portaszolgálati tevékenység ellátása,NA,no contrac,1,Nemzetközi Test?r Biztonságszolgálati Kft. – T.A.X. Te,,hungary,29-Jun-12,2012,198152.5,call for tender published,open,price plus quality,national ,policing,500<x,business services: law
HU329002,HU12886513,121,488,0.6110924,55,3,33,10,0,7,16,2,11,3,0,3,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU10356113,HU10368145,4,278,0.0895563,55,0,11,0,0,2,10,2,1,0,0,1,Magyar Turizmus Zártkör?en M?köd? Részvénytársas�,HU101,3,79821000-5,17,0,HU101,0,Meglév? kiadványok aktualizálása és új kiadványok nyomdai el?készítése.,387,contract m,0,VIVA KERESKEDELMI ÉS SZOLGÁLTATO KFT,HU101,hungary,28-Dec-09,2009,19399.42,call for tender published,open,price plus quality,established by public law,missing,missing,business services: law
HU14108390,HU192,37,726,0.6103122,0,78,0,0,0,1,0,12,0,0,0,0,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,,1,79000000-4,4,1,SK0,0,Üzletfejlesztési tanácsadás,1461,no contrac,0,Szlovákia (Szlovák Köztársaság) - Külföldi cég,,hungary,28-Jan-11,2011,192012.48,call for tender published,invitation,price plus quality,established by public law,missing,missing,business services: law
HU598327,HU11883816,171,401,0.1164921,3,15,18,4,1,2,20,0,8,10,0,0,Nemzeti Fejlesztési Ügynökség,HU101,10,79200000-6,1,0,HU1,,,,,,,,,,,,,,,,,,
HU730688,HU12463129,211,445,0.0260968,1,0,0,1,0,0,2,0,0,1,0,0,Vecsés Város Önkormányzata,HU102,2,79710000-4,1,0,HU,1,térfigyel? rendszer üzemeltetése,,,,,,,,,,,,,,,,
HU327888,HU13094768,117,500,0.5309453,0,3,3,0,0,0,0,2,1,0,0,0,Országos Rehabilitációs És Szociális Szakért?i In,HU101,1,79400000-8,3,0,HU101,1,A „Funkcióképesség,,,,,,,,,,,,,,,,
HU312770,HU13345404,104,519,0.0661751,6,6,16,1,0,0,3,0,4,0,0,0,Foglalkoztatási Hivatal,HU101,3,79800000-2,2,0,HU101,0,Nyomdai szolgáltatások (grafikai tervezés,,,,,,,,,,,,,,,,
HU10901232,HU14300987,10,597,0.6842443,0,3916,89,0,0,3,0,88,1,0,0,0,Magyar Posta Zártkör?en M?köd? Részvénytársaság,HU101,1,79996000-2,7,0,HU,0,postai közrem?köd?k kiválasztása Gy?r-Moson-Sopron megyében,1461,contract m,0,Postapont Kereskedelmi és Szolgáltató Korlátolt Felel?s,HU222,hungary,23-Dec-09,2009,18371.97,call for tender published,negotiation,price plus quality,other/private ,missing,missing,business services: law
HU12568011,HU12698084,28,473,0.6496654,0,0,0,0,0,0,0,0,0,0,0,0,Pécs Holding Városi Vagyonkezel? Zártkör?en M?köd?,HU231,1,79710000-4,13,0,HU231,1,„PORTA ÉS ?RZÉS-VÉDELMI SZOLGÁLTATÁS A PÉCS HOLDING ZRT. TÖBB TELEPHELYÉN ÉS ?RZÉS-VÉDELMI SZOLGÁLTATÁS NYÍLT TEREPEN” - tájékoztató az eljárás eredményér?l,NA,no contrac,0,CIVIL Biztonsági Szolgálat Zártkör?en M?köd? Részvén,HU101,hungary,6-Oct-10,2010,181482.02,no call for tenders published,other/framework,price plus quality,established by public law,missing,missing,business services: law
HU308791,HU11180663,86,354,0.503198,0,0,0,0,1,3,29,4,7,3,1,6,Budapesti M?szaki És Gazdaságtudományi Egyetem,HU101,1,79821000-5,2,0,HU101,0,TAER BME Diákközpont 2012. évi kiadványainak nyomdai munkái (EKB 51/2011),NA,no contrac,0,KOMÁROMI NYOMDA ÉS KIADO KFT,HU212,hungary,13-Feb-12,2012,18129.93,no call for tenders published,open,price plus quality,national ,education,500<x,business services: law
HU10901232,HU14072424,10,576,0.5425936,0,3916,89,0,0,3,0,88,1,0,0,0,Magyar Posta Zártkör?en M?köd? Részvénytársaság,HU101,2,79996000-2,7,0,HU,0,postai közrem?köd?k kiválasztása Zala megye településein,1461,contract m,0,SZAVANNA gH INVEST Szolgáltató Korlátolt Felel?sség? T�,HU323,hungary,23-Dec-09,2009,18079.17,call for tender published,negotiation,price plus quality,other/private ,missing,missing,business services: law
HU597308,HU10425222,168,288,0.1042209,6,0,4,0,0,0,3,0,1,0,0,0,Vízügyi És Környezetvédelmi Központi Igazgatósá,HU101,6,79320000-3,1,1,HU,0,A KEOP 2.2.2 és a KEOP 2.5.0/B konstrukciókban támogatást nyert projektekkel kapcsolatos összevont PR,,,,,,,,,,,,,,,,
HU329815,HU12489594,132,447,0.0463081,105,0,0,8,0,6,14,0,0,0,0,0,Szegedi Tudományegyetem,HU333,2,79952000-2,1,1,HU333,0,Rendezvényszervezés szolgáltatás megrendelése,513,contract m,0,C&T HUNGARY Kereskedelmi és Szolgáltató Korlátolt Felel,HU101,hungary,23-Aug-10,2010,1767.54,call for tender published,open,lowest price,national ,education,500<x,business services: law
HU10941362,HU15000266,12,689,0.0630725,15,0,0,6,0,1,5,0,0,0,0,0,Budapesti Távh?szolgáltató Zártkör?en M?köd? Rés,,3,79211000-6,1,0,HU101,0,Megbízási szerz?dés adószakért?i tevékenységre.,NA,no contrac,0,Mátrai és Társa Adó- és Könyvszakért? Kft.,,hungary,11-May-12,2012,17621.4,no call for tenders published,missing/error,lowest price,established by public law,missing,missing,business services: law
HU300630,HU13952141,76,561,0.1291791,0,0,0,0,0,0,0,0,0,0,0,0,Magyar Tudományos Akadémia Regionális Kutatások Kö,HU231,3,79300000-7,1,0,HU221,1,NETINNOV – kérd?íves felmérés,128,no contrac,0,"Adatgy?jt? Intézet"" Adatgy?jtés-szervezési és Min?ség""",HU102,hungary,21-Nov-09,2009,17540.6,call for tender published,open,lowest price,national ,missing,100<x<=500,business services: law
HU21108567,HU12013212,68,414,0.0002673,15,0,0,5,0,2,17,0,12,3,0,0,BTH Budapesti Turisztikai Szolgáltató Nonprofit Korl�,HU101,9,79821000-5,1,0,HU101,NA,"Tájékoztató a Vállalkozási szerz?dés nyomdai munkákra 2012"" tárgyú eljárás eredményér?l""",359,no contrac,0,PHARMA-PRESS NYOMDAIPARI KFT,HU102,hungary,6-Jul-12,2012,174.75,call for tender published,open,lowest price,established by public law,general public services,missing,business services: law
HU14108390,HU15000030,37,639,0.590299,0,78,0,0,0,1,0,12,0,0,0,1,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,,1,79000000-4,4,1,SK0,0,Üzletfejlesztési tanácsadás,1461,no contrac,0,AGA Investment Ltd.,,hungary,28-Jan-11,2011,174.24,call for tender published,invitation,price plus quality,established by public law,missing,missing,business services: law
HU735638,HU15000325,241,698,0.1093573,45,1,20,15,0,4,16,0,2,1,0,0,Budapest F?város Önkormányzata,HU101,3,79952000-2,1,1,HU101,0,Budapest F?város Önkormányzata által európai uniós támogatással megvalósított közlekedési projektek tájékoztatási és nyilvánossági feladatainak ellátása,357,no contrac,1,Prime Time Marketing Kft. ? Newsbreakers Communications Kft,HU101,hungary,27-Oct-10,2010,17290.05,call for tender published,open,lowest price,regional/local ,missing,500<x,business services: law
HU18084922,HU15000168,49,665,0.5574259,0,36,9,0,0,7,0,8,1,0,0,0,VÁTI Magyar Regionális Fejlesztési és Urbanisztikai,HU101,1,79821000-5,2,1,HU101,NA,nyomdai,,,,,,,,,,,,,,,,
HU10856417,HU14099821,8,577,0.0001902,10,0,5,5,0,2,4,0,1,0,0,0,MÁV Magyar Államvasutak Zártkör?en M?köd? Részvé,HU101,4,79600000-0,2,0,HU,0,Tájékoztató a Hegeszt?-lángvágó szakmunkás,,,,,,,,,,,,,,,,
HU13980335,HU15000399,35,708,0.0810185,1,0,0,0,0,0,1,0,0,0,0,0,SZOVA Szombathelyi Vagyonhasznosító és Városgazdál,HU222,2,79713000-5,1,0,HU222,NA,SZOVA - Él?er?s ?rzés-védelem a hulladéklerakó telepen.,NA,no contrac,1,Top Cop Security Zrt. és Seraphine Security Kft. mint köz,HU101,hungary,8-Aug-12,2012,1682.46,call for tender published,open,lowest price,established by public law,general public services,missing,business services: law
HU731487,HU14503180,215,611,0.0642257,1,0,2,2,1,0,1,0,1,0,0,0,Siófok Város Önkormányzata,HU232,3,79340000-9,1,1,HU232,1,Siófok - hulladék tájékoztató PR,NA,no contrac,0,JK ECONOMY Zártkör?en M?köd? Részvénytársaság,HU102,hungary,6-May-11,2011,16687.5,no call for tenders published,missing/error,lowest price,regional/local ,general public services,500<x,business services: law
HU10856417,HU10813944,8,321,0.0465594,10,0,5,5,0,2,4,0,1,0,0,0,MÁV Magyar Államvasutak Zártkör?en M?köd? Részvé,HU101,4,79824000-6,1,0,HU101,0,Bels? haszn. kez. nyomt. - táj. elj. eredm.,NA,no contrac,0,Digitális és Jegynyomda Korlátolt Felel?sség? Társasá,HU101,hungary,15-Apr-11,2011,165325.67,call for tender published,open,lowest price,national ,missing,missing,business services: law
HU598327,HU12644432,171,466,0.5363349,3,15,18,4,1,2,5,5,6,0,1,2,Nemzeti Fejlesztési Ügynökség,HU101,6,79341400-0,5,1,HU 10,0,EU komm 06 - Európai Parlamenti Választások Kommunikációs Kampány,NA,no contrac,0,Media Insight Médiaügynökség Kft.,HU101,hungary,29-Jun-09,2009,165301.21,no call for tenders published,open,price plus quality,national ,missing,100<x<=500,business services: law
HU760346,HU22319753,254,753,0.1273893,3,0,3,5,0,2,2,0,1,0,0,1,Nyugat-Magyarországi Egyetem,HU221,3,79550000-4,1,1,HU221,NA,Nyugat-magyarországi Egyetem TÁMOP 4.2.1/B.,70,no contrac,0,"FORENO"" Foglalkoztatási és Rehabilitációs Nonprofit Ko""",HU221,hungary,13-Aug-12,2012,1653.7,call for tender published,open,lowest price,national ,education,500<x,business services: law
HU726995,HU22101800,195,748,0.5016536,0,0,1,1,0,0,0,0,1,0,0,0,Székesfehérvár Megyei Jogú Város Önkormányzata,HU211,1,79342000-3,1,1,HU211,0,Tájékoztató az eljárás eredményér?l,NA,no contrac,0,Önkormányzati Informatikai Központ Non-profit Korlátolt,HU211,hungary,23-Jul-12,2012,16426.5,no call for tenders published,open,lowest price,regional/local ,general public services,100<x<=500,business services: law
HU329815,HU10317211,132,275,0.12733,105,0,0,8,0,6,14,0,0,0,0,0,Szegedi Tudományegyetem,HU333,5,79952000-2,1,1,HU333,1,TÁMOP 4.2.1/B-09/1/KONV-2010-0005 projekthez kapcsolódó MTA Bolyai János Kutatói Ösztöndíjjal kapcsolatos rendezvényszervezési szolgáltatás komplex ellátása,80,no contrac,0,CONFERENCE TOURS KFT,HU101,hungary,28-Sep-11,2011,1623.8,call for tender published,open,lowest price,national ,education,500<x,business services: law
HU18089996,HU15000355,50,700,0.5555555,0,6,0,0,2,2,0,12,0,0,1,0,Hungarofest Nemzeti Rendezvényszervez? Nonprofit Korl�,HU101,1,79416000-3,2,0,HU,1,Pécs2010 Európa Kulturális F?városa program PR kampányterv tervezése és lebonyolítása 2009-2010,NA,no contrac,1,Sensation Event Marketing Szolgáltató Kft. / Merlin Commu,HU101,hungary,26-Feb-10,2010,1621.4,call for tender published,negotiation,price plus quality,established by public law,missing,missing,business services: law
HU309985,HU12786293,97,480,0.078071,0,0,0,2,0,1,1,0,0,3,0,3,Országos Ment?szolgálat,HU101,18,79713000-5,1,0,HU101,1,?rzés-védés 2010 - eljárás eredménye,NA,no contrac,0,Top Cop Security Vagyonvédelmi és Szolgáltató Zártkör,HU101,hungary,22-Dec-10,2010,161147.75,call for tender published,open,lowest price,national ,missing,500<x,business services: law
HU725361,HU11583592,188,375,0.0356007,28,0,0,2,0,1,7,1,10,0,0,1,Békéscsaba Megyei Jogú Város Önkormányzata,HU332,5,79342200-5,1,1,HU332,1,Vállalkozási szerz?dés Békéscsabán PR és marketing tevékenység ellátása 2009-ben támogatásban részesített pályázatokhoz,665,contract m,0,HAR MERON HUNGARY BEFEKTETÉSI ÉS TANÁCSADÓ KFT.,HU101,hungary,24-Feb-10,2010,1599.29,call for tender published,open,lowest price,regional/local ,general public services,500<x,business services: law
HU18089996,HU15000355,50,700,0.5555555,0,6,0,0,2,2,0,12,0,0,1,0,Hungarofest Nemzeti Rendezvényszervez? Nonprofit Korl�,HU101,1,79416000-3,2,0,HU,1,Pécs2010 Európa Kulturális F?városa program PR kampányterv tervezése és lebonyolítása 2009-2010,NA,no contrac,1,Sensation Event Marketing Szolgáltató Kft. / Merlin Commu,HU101,hungary,26-Feb-10,2010,1599.29,call for tender published,negotiation,price plus quality,established by public law,missing,missing,business services: law
HU308801,HU14380752,87,603,0.1283534,15,0,0,0,0,1,5,0,0,0,0,0,Miskolci Egyetem,HU311,2,79800000-2,1,1,HU311,0,Miskolci Egyetem TÁMOP 4.2.1 és 4.2.3 projektek sajtómegjelenési és nyomdai munkái.,487,no contrac,0,"Miskolci Kommunikációs"" Nonprofit Korlátolt Felel?sség""",HU311,hungary,17-May-10,2010,15935.24,call for tender published,open,lowest price,national ,education,500<x,business services: law
HU18089996,HU12376447,50,440,0.564311,0,6,0,0,2,2,0,3,0,0,0,0,Hungarofest Nemzeti Rendezvényszervez? Nonprofit Korl�,HU101,1,79416000-3,2,0,HU2,1,Tájékoztató a Sensation Kommunikációs Ügynökség Kft.-vel Ajánlatkér? által megkötött vállalkozási szerz?dés - mint keretmegállapodás -  alapján 2010. II. negyedévében kötött egyedi sze,NA,no contrac,0,SENSATION KOMMUNIKÁCIÓS Ügynökség Korlátolt Felel?ss�,HU101,hungary,28-Jul-10,2010,1591.89,call for tender published,negotiation,price plus quality,established by public law,missing,missing,business services: law
HU728043,HU10386921,202,284,0.4811144,0,1,0,0,0,3,2,1,1,3,0,3,Sopron Megyei Jogú Város Önkormányzata,HU221,1,79710000-4,10,0,HU221,1,Sopron Porta (II) Tájék. elj. eredm.,1029,no contrac,0,NEMZETKÖZI TESTÖR BIZTONSÁGSZOLGÁLATI KFT /TESTÖR KFT/,HU101,hungary,8-Mar-10,2010,158373.93,call for tender published,negotiation,price plus quality,regional/local ,general public services,100<x<=500,business services: law
HU490650,HU12704914,151,474,0.501258,0,1,2,0,0,0,0,1,1,0,0,0,F?városi Állat- És Növénykert,HU101,1,79421100-2,1,1,HU101,0,A F?városi Állat- és Növénykert ÚMFT pályázati forrásból megvalósuló három építési beruházási projektjéhez projektmenedzsment tanácsadás,,,,,,,,,,,,,,,,
HU20933713,HU11387729,65,363,0.5094281,3,36,27,2,1,4,0,8,3,0,0,0,Educatio Társadalmi Szolgáltató Nonprofit Korlátolt,HU101,1,79980000-7,1,0,HU101,0,Online folyóiratcsomagok,,,,,,,,,,,,,,,,
HU329002,HU11951735,121,408,0.558812,55,3,33,10,0,7,0,2,11,0,0,0,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU325752,HU13177753,112,503,0.0661137,6,0,0,1,0,0,3,0,0,0,0,0,Fert?-Hanság Nemzeti Park Igazgatóság,HU221,3,79421200-3,1,1,HU221,0,Projektmenedzsment,,,,,,,,,,,,,,,,
HU308801,HU14380752,87,603,0.1280069,15,0,0,0,0,1,5,0,0,0,0,0,Miskolci Egyetem,HU311,3,79800000-2,1,0,HU311,1,Miskolci Egyetem közéleti és kulturális lapjának nyomdai munkái.,287,no contrac,0,"Miskolci Kommunikációs"" Nonprofit Korlátolt Felel?sség""",HU311,hungary,17-Mar-10,2010,15758.6,call for tender published,open,lowest price,national ,education,500<x,business services: law
HU20933713,HU10272172,65,272,0.0698302,3,36,27,2,1,4,2,0,9,0,0,0,Educatio Társadalmi Szolgáltató Nonprofit Korlátolt,HU101,5,79210000-9,1,1,HU101,0,TÁMOP 3.1.1. és TÁMOP 4.1.3. kiemelt projektek könyvvizsgálata 2010.,211,contract m,0,INTERAUDITOR NEUNER + HENZL TANÁCSADO KFT,HU101,hungary,29-Jul-10,2010,15686.25,call for tender published,open,lowest price,missing,education,missing,business services: law
HU10901232,HU15000061,10,644,0.683513,0,3916,89,0,0,3,0,88,1,0,0,0,Magyar Posta Zártkör?en M?köd? Részvénytársaság,HU101,1,79996000-2,7,0,HU,0,postai közrem?köd?k kiválasztása Nógrád megye településein,1461,contract m,0,Bercze Endréné,HU313,hungary,9-Nov-09,2009,15577.18,call for tender published,negotiation,price plus quality,other/private ,missing,missing,business services: law
HU20933713,HU215,65,741,0.5091604,3,36,27,2,1,4,0,8,3,0,0,0,Educatio Társadalmi Szolgáltató Nonprofit Korlátolt,,1,79980000-7,1,0,US,0,licencszerz?dés keretében a JSTOR adatbázis online el?fizetése 1 éves id?tartamra,,,,,,,,,,,,,,,,
