Source;Target;cri_comp;anb_name;anb_nuts;ca_bids;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;cft_duration;w_name;w_nuts;country;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion;anb_type;anb_empl_cat
CZ00300535;CZ28627156;0,41867;Statutární město Opava;CZ0805;1;45233100-0;0;0;CZ080;0;ZŠ Englišova (zateplení + výměna oken);134;Stavby COMPLET Technologic s.r.o.;CZ0806;czechr;17-Jul-12;2012;669437,53;1;open;missing;regional/local ;100<x<=500
CZ00845451;CZ25556568;0,41847;Statutární město Ostrava;CZ0806;17;45231300-8;1;0;CZ080;1;Rekonstrukce výtlaku Dubí - Nová Ves;360;VHS Brno, a.s.;CZ0642;czechr;6-Jan-12;2012;714460,5;1;open;lowest price;regional/local ;500<x
CZ00278360;CZ28402758;0,41844;Město Trutnov;CZ0525;3;45000000-7;1;0;CZ052;1;Vodovod Lhota-Bezděkov;;BAK stavební společnost, a.s.;CZ0525;czechr;13-Dec-12;2012;177159,58;0;open;lowest price;regional/local ;100<x<=500
CZ26863154;CZ62582844;0,41758;OKD, a.s.;CZ0806;2;45259900-6;0;0;CZ080;0;Modernizace těžního stroje II/3;;INCO engineering s.r.o.;CZ0100;czechr;24-Aug-12;2012;1020678,6;0;negotiation;missing;other/private ;missing
CZ68407700;CZ00014915;0,41745;České vysoké učení technické v Praze;CZ0100;6;45000000-7;2;1;CZ020;1;„UNIVERZITNÍ CENTRUM ENERGETICKY EFEKTIVNÍCH BUDOV ČVUT BUŠTĚHRAD“;394;Metrostav a.s.;CZ0100;czechr;13-Aug-12;2012;11334261;1;open;price plus quality;established by public law;500<x
CZ00064581;CZ27119432;0,41731;HLAVNÍ MĚSTO PRAHA;CZ0100;5;45220000-5;8;0;CZ010;1;Stavební práce pro stavbu č. 4508 „ZOO-Hrošinec a sloninec“, exteriéry a interiéry;152;S.O.S. - DEKORACE, s.r.o.;CZ0100;czechr;8-Jun-12;2012;1601804,6;1;open;price plus quality;regional/local ;500<x
CZ42196451;CZ49959883;0,41709;Lesy České republiky, s.p.;CZ0521;15;45246000-3;1;0;CZ042;0;Rychnovský potok, ř. km 0,000 – 6,500;759;Michal Bezega;CZ0647;czechr;25-May-12;2012;742195,99;1;open;lowest price;supported body/soe ;500<x
CZ44555601;CZ00531766;0,41667;Univerzita Jana Evangelisty Purkyně v Ústí nad Labem;CZ0427;10;45000000-7;2;1;CZ042;;Rekonstrukce budov F1 a F2 v areálu kampusu UJEP k účelu zajištění výzkumných a výukových prostor – 2012/0012;;UNISTAV a.s.;CZ0642;czechr;10-Oct-12;2012;4765490,4;1;open;price plus quality;established by public law;500<x
CZ70934860;CZ45274924;0,41667;Ředitelství silnic Zlínského kraje,příspěvková;CZ0724;4;45233140-2;1;1;CZ072;1;Silnice II/490: Holešov – jihovýchodní obchvat;1035;EUROVIA CS, a.s.;CZ0100;czechr;16-May-12;2012;10601568;1;invitation;lowest price;supported body/soe ;10<x<=25
CZ49451871;CZ27756971;0,41667;Vodovody a kanalizace Kroměříž, a.s.;CZ0721;4;45232430-5;1;1;CZ072;1;Rekonstrukce a rozšíření úpravny vody v aglomeraci Kroměříž;519;IMOS group s.r.o.;CZ0724;czechr;19-Jun-12;2012;5605764,5;1;invitation;lowest price;supported body/soe ;100<x<=500
CZ00248801;CZ25183052;0,41653;Město Pelhřimov;CZ0633;4;45222100-0;1;1;CZ063;1;Kompostárna Pelhřimov - stavba;169;SYNER VHS Vysočina, a.s.;CZ0632;czechr;19-Jun-12;2012;1473087,5;1;open;lowest price;regional/local ;50<x<=100
CZ00297577;CZ45309612;0,41653;Město Orlová;CZ0803;18;45232400-6;1;1;CZ064;1;Odkanalizování okrajových částí města Orlová;851;S u b t e r r a  a.s.;CZ0100;czechr;2-Mar-12;2012;5611776,6;1;open;lowest price;regional/local ;100<x<=500
CZ00005886;CZ60194120;0,41651;Dopravní podnik hl.m. Prahy ,akciová společnost;CZ0100;3;45233290-8;0;0;CZ010;;Zajištění provizorního a definitivního dopravního značení při opravách  zařízení zadavatele na území hl. m. Prahy;;Pražské služby, a.s.;CZ0100;czechr;22-Oct-12;2012;3956,6178;0;open;missing;supported body/soe ;500<x
CZ00005886;CZ44264321;0,41651;Dopravní podnik hl.m. Prahy ,akciová společnost;CZ0100;5;45314310-7;0;0;CZ010;0;Oprava trakčních kabelů ve stanicích metra;;BREMA, spol. s r.o.;CZ0100;czechr;3-Dec-12;2012;1847,3267;0;open;missing;supported body/soe ;500<x
CZ00005886;CZ48029483;0,41651;Dopravní podnik hl.m. Prahy ,akciová společnost;CZ0100;5;45314310-7;0;0;CZ010;0;Oprava trakčních kabelů ve stanicích metra;;AŽD Praha s.r.o.;CZ0100;czechr;3-Dec-12;2012;1847,3267;0;open;missing;supported body/soe ;500<x
CZ00005886;CZ45274517;0,41651;Dopravní podnik hl.m. Prahy ,akciová společnost;CZ0100;5;45314310-7;0;0;CZ010;0;Oprava trakčních kabelů ve stanicích metra;;ELTODO EG, a.s.;CZ0100;czechr;3-Dec-12;2012;1847,3267;0;open;missing;supported body/soe ;500<x
CZ42196451;CZ27532208;0,41645;Lesy České republiky, s.p.;CZ0521;7;45233100-0;1;0;CZ052;0;Rekonstrukce lesních cest Radíkovická, Nad Odchytákem a Kozlovská rokle;278;SOVIS CZ, a.s.;CZ0521;czechr;19-Oct-12;2012;201140,73;1;open;lowest price;supported body/soe ;500<x
CZ71183299;CZ26271303;0,41639;Dobrovolný svazek obcí Orlice;CZ0524;2;45233162-2;1;1;CZ052;1;Cyklostezka Čestice - Častolovice - Kostelec nad Orlicí - vícepráce;30;Skanska a.s.;CZ0100;czechr;27-Sep-12;2012;151756,02;1;open;lowest price;regional/local ;missing
CZ00271632;CZ62414402;0,4156;Město Jičín;CZ0522;19;45112320-4;1;1;CZ052;0;Ekologická zátěž – skládka Zebín;540;Purum s.r.o.;CZ0100;czechr;24-Jan-12;2012;924961,95;1;open;lowest price;regional/local ;50<x<=100
CZ70884099;CZ25309536;0,41492;Hasičský záchranný sbor Jihomoravského kraje;CZ0642;7;45000000-7;5;0;CZ064;1;Dispoziční řešení objektu HZS Jihomoravského kraje - Brno, Líšeň, Zaoralova 3;;WALER, spol. s r.o.;CZ0642;czechr;20-Jan-12;2012;549249,99;0;missing/error;price plus quality;national ;100<x<=500
CZ63834197;CZ45274924;0,41472;Technická správa komunikací hl.m.Prahy;CZ0100;1;45233100-0;1;0;CZ010;1;Švehlova PID, Praha 10, č. akce 2960063;;EUROVIA CS, a.s.;CZ0100;czechr;13-Jul-12;2012;854313,8;0;invitation;lowest price;supported body/soe ;100<x<=500
CZ00253464;CZ25200631;0,41337;Město Kdyně;CZ0321;14;45000000-7;1;0;;0;B.j. 3 PB - PČB KDYNĚ, č.p. 155;;DSP Domažlický stavební podnik s.r.o.;CZ0321;czechr;13-Sep-12;2012;173729,33;0;open;lowest price;regional/local ;10<x<=25
CZ45333009;CZ00014915;0,41094;Zdravotnická záchranná služba Plzeňského kraje, p;CZ0323;7;45213150-9;2;0;CZ032;;Novostavba objektu Zdravotnické záchranné služby Plzeňského kraje;;Metrostav a.s.;CZ0100;czechr;25-Jul-12;2012;3423361,6;0;open;price plus quality;supported body/soe ;100<x<=500
CZ00253014;CZ26015889;0,41088;Město Tábor;CZ0317;16;45211100-0;1;1;CZ031;1;Rekonstrukce panelových domů Kpt. Jaroše 2401, 2402-2403 a 2404-2405 v Táboře.;119;HORA s.r.o.;CZ0317;czechr;3-Oct-12;2012;203289,75;1;open;lowest price;regional/local ;100<x<=500
CZ00635901;CZ47543442;0,41031;Obec Rapotín;CZ0715;2;45213200-5;0;1;CZ071;0;Centrální sběrný dvůr Rapotín;425;S A P. spol. s r.o.;CZ0201;czechr;30-Mar-12;2012;494781,64;1;open;missing;regional/local ;<=10
CZ00253014;CZ26015889;0,40964;Město Tábor;CZ0317;14;45211100-0;1;1;CZ031;1;Rekonstrukce panelových domů Kpt. Jaroše 2401, 2402-2403 a 2404-2405 v Táboře.;119;HORA s.r.o.;CZ0317;czechr;3-Oct-12;2012;174840,18;1;open;lowest price;regional/local ;100<x<=500
CZ00287351;CZ46900918;0,40901;MĚSTO KROMĚŘÍŽ;CZ0721;3;45212212-5;1;0;CZ072;;Oprava koupaliště Bajda v Kroměříži;;Pozemní stavitelství Zlín a.s.;CZ0724;czechr;12-Apr-12;2012;394877,99;0;negotiation;lowest price;regional/local ;100<x<=500
CZ00238295;CZ49973215;0,40899;Statutární město  Mladá Boleslav;CZ0207;4;45212000-6;1;1;CZ020;0;Areál volnočasových aktivit;;CGM Czech a.s.;CZ0209;czechr;3-Jan-12;2012;887584,77;0;open;lowest price;regional/local ;100<x<=500
CZ00259586;CZ00219169;0,40895;Město Sokolov;CZ0413;10;45252000-8;1;1;CZ041;1;Intenzifikace ČOV Sokolov - 1. etapa;;ARKO TECHNOLOGY, a.s.;CZ0642;czechr;10-Jul-12;2012;2752614,5;0;open;lowest price;regional/local ;100<x<=500
CZ60733098;CZ25524241;0,40803;Brněnské komunikace a.s.;CZ0642;5;45213312-3;6;0;CZ064;1;Parkovací dům Kopečná;;KOMFORT,a.s.;CZ0642;czechr;4-Sep-12;2012;2551734,8;0;open;price plus quality;other/private ;100<x<=500
CZ00277819;CZ27473295;0,40774;Město Dvůr Králové nad Labem;CZ0525;1;45454100-5;1;1;CZ052;1;Stavební úpravy spojené s provedením CHÚC - dodatečné stavební práce (JŘBU) v rámci akce Rekonstrukce a přístavba čp.83 ve Dvoře Králové nad Labem;842;FATO a.s., člen holdingu FATO;CZ0521;czechr;14-Aug-12;2012;1670668,9;1;open;lowest price;regional/local ;50<x<=100
CZ68407700;CZ26271303;0,40728;České vysoké učení technické v Praze;CZ0100;8;45214300-3;4;0;CZ010;0;ČVUT – Rekonstrukce objektu A, Thákurova 7;;Skanska a.s.;CZ0100;czechr;14-Dec-12;2012;6418940,6;1;open;price plus quality;established by public law;500<x
CZ00063517;CZ25607618;0,40722;MĚSTSKÁ ČÁST PRAHA 3;CZ0100;4;45000000-7;3;0;;0;Mateřská škola Koněvova - rekonstrukce a zateplení pláště;;BAU plus, a.s.;CZ0100;czechr;7-May-12;2012;402732,56;0;outside pp law;price plus quality;regional/local ;100<x<=500
CZ70932581;CZ60838744;0,40676;Správa a údržba silnic Jihomoravského kraje, přís;CZ0642;1;45000000-7;1;1;CZ064;0;II/420  Hustopeče  - Kurdějov, 3. dodatečné práce;360;STRABAG  a.s.;CZ0100;czechr;20-Aug-12;2012;32242,803;1;open;lowest price;supported body/soe ;100<x<=500
CZ70932581;CZ60838744;0,40675;Správa a údržba silnic Jihomoravského kraje, přís;CZ0642;1;45000000-7;1;1;CZ064;0;II/420  Hustopeče  - Kurdějov, 3. dodatečné práce;360;STRABAG  a.s.;CZ0100;czechr;26-Sep-12;2012;15502,541;1;open;lowest price;supported body/soe ;100<x<=500
CZ70932581;CZ60838744;0,40661;Správa a údržba silnic Jihomoravského kraje, přís;CZ0642;1;45000000-7;1;1;CZ064;0;II/421 Bořetice, průtah - Kobylí, 1. dodatečné stavební práce;270;STRABAG  a.s.;CZ0100;czechr;27-Jul-12;2012;2072,2639;1;open;lowest price;supported body/soe ;100<x<=500
CZ70932581;CZ60838744;0,40597;Správa a údržba silnic Jihomoravského kraje, přís;CZ0642;1;45000000-7;1;1;CZ064;0;II/420  Hustopeče  - Kurdějov, 3. dodatečné práce;360;STRABAG  a.s.;CZ0100;czechr;2-Aug-12;2012;11888,101;1;open;lowest price;supported body/soe ;100<x<=500
CZ00260771;CZ46904395;0,40439;MĚSTO NOVÝ BOR;CZ0511;10;45214100-1;1;1;CZ051;0;Stavební úpravy, přístavba a nástavba MŠ - ul. Svojsíkova;320;STAMO, s.r.o.;CZ0713;czechr;9-Nov-12;2012;660776,09;1;open;lowest price;regional/local ;50<x<=100
CZ00300535;CZ60838744;0,40427;Statutární město Opava;CZ0805;7;45233100-0;2;0;CZ080;0;Rekonsrukce ul. Boženy Němcové;;STRABAG  a.s.;CZ0100;czechr;24-Jul-12;2012;596427,71;1;open;price plus quality;regional/local ;100<x<=500
CZ00239453;CZ60838744;0,40218;Město  Milovice;CZ0208;7;45000000-7;1;0;CZ020;1;Základní škola Milovice - Mladá - stavební práce a projektové práce;1080;STRABAG  a.s.;CZ0100;czechr;2-Jul-12;2012;12554779;1;invitation;lowest price;regional/local ;10<x<=25
CZ00249998;CZ60838744;0,40073;Město Písek;CZ0314;7;45231300-8;1;0;CZ031;0;REKONSTRUKCE ERBENOVY ULICE V PÍSKU;;STRABAG  a.s.;CZ0100;czechr;4-May-12;2012;1008756,8;0;open;lowest price;regional/local ;100<x<=500
CZ00255645;CZ48035599;0,39984;Město Kašperské Hory;CZ0322;10;45233100-0;1;0;CZ032;0;Kašperské Hory - rekonstrukce ulice Dlouhá - západní část;;SWIETELSKY stavební s.r.o.;CZ0311;czechr;24-Sep-12;2012;330855,97;0;negotiation;lowest price;regional/local ;10<x<=25
CZ00239437;CZ26230992;0,39897;Město Městec Králové;CZ0208;19;45231300-8;1;1;CZ020;;"Dostavba vodovodu Městec Králové""""";;Outulný, a.s.;CZ0634;czechr;25-Apr-12;2012;845819,15;0;open;lowest price;regional/local ;10<x<=25
CZ00064203;CZ00014915;0,39788;Fakultní nemocnice v Motole;CZ0100;1;45000000-7;1;0;CZ01;;FN V MOTOLE - REKONSTRUKCE A MODERNIZACE DĚTSKÉ ČÁSTI - OBJEKTY A, B, D, D1 - REKONSTRUKCE A PŘÍSTAVBA KŘÍDEL A,D, D1 – Rekonstrukce objektu B – stavební a konstrukční část;;Metrostav a.s.;CZ0100;czechr;9-Jan-12;2012;8332460,5;0;missing/error;lowest price;supported body/soe ;500<x
CZ00075370;CZ46678468;0,39783;statutární město Plzeň;CZ0323;6;45212322-9;5;1;CZ032;1;Novostavba divadla v Plzni,  Divadlo Jízdecká;;HOCHTIEF CZ a. s.;CZ0100;czechr;4-Jun-12;2012;31805545;0;open;price plus quality;regional/local ;500<x
CZ00296139;CZ73168238;0,3974;Město Krnov;CZ0801;19;45212222-8;1;0;CZ080;1;Tělocvična - ZŠ Janáčkovo náměstí, Krnov;;Aleš Fousek;CZ0801;czechr;2-Mar-12;2012;1511266,9;0;open;lowest price;regional/local ;100<x<=500
CZ26229269;CZ25506820;0,39738;VIENNA POINT a.s.;CZ0642;2;45214600-6;3;1;CZ064;0;Předmětem veřejné zakázky je uzavření rámcové smlouvy na komplexní zhotovení jednotlivých klientských úprav typických podlaží Administrativně-technologické budovy - VIENNA POINT II v rozsa;360;PS BRNO, s.r.o.;CZ0642;czechr;14-Nov-12;2012;1961553,6;1;open;price plus quality;other/private ;<=10
CZ00249998;CZ60838744;0,39703;Město Písek;CZ0314;6;45212200-8;1;1;CZ031;;SPORTOVNĚ KOMUNITNÍ CENTRUM PÍSEK;;STRABAG  a.s.;CZ0100;czechr;24-Feb-12;2012;844938,39;1;open;lowest price;regional/local ;100<x<=500
CZ00283070;CZ25878778;0,39672;OBEC BŘEZÍ;CZ0644;5;45212000-6;1;0;CZ064;0;Revitalizace vojenského areálu Březí – 1. etapa – dům služeb;;VHH THERMONT s.r.o.;CZ0712;czechr;11-Jun-12;2012;555570,07;0;negotiation;lowest price;regional/local ;<=10
CZ00253014;CZ42407559;0,39586;Město Tábor;CZ0317;5;45000000-7;1;1;CZ031;0;Revitalizace Tismenického údolí v Táboře - II. etapa - 2. stavba (1. část);70;DAICH spol. s r. o.;CZ0317;czechr;6-Nov-12;2012;157940,19;1;open;lowest price;regional/local ;100<x<=500
CZ00299308;CZ26271303;0,39568;Statutární město Olomouc;CZ0712;5;45233000-9;0;1;CZ071;1;Tramvajová trať Nové Sady - část A;212;Skanska a.s.;CZ0100;czechr;19-Mar-12;2012;3122139,3;1;invitation;missing;regional/local ;100<x<=500
CZ00063894;CZ25593161;0,39431;Městská část Praha 9;CZ0100;21;45421100-5;1;1;CZ010;1;Snížení energetické náročnosti – ZŠ Novoborská 371, ZŠ Na Balabence 800;100;PÁTÁ STAVEBNÍ CZ, a.s.;CZ0801;czechr;12-Dec-12;2012;751604,45;1;open;lowest price;regional/local ;50<x<=100
CZ00279633;CZ27546756;0,39391;Obec Těchonín;CZ0534;9;45000000-7;1;1;CZ053;0;Rekonstrukce zdroje tepla - využití OZE, realizace úspor energie u budovy Mateřské školy v Těchoníně;;KPV SYSTÉM s.r.o.;CZ0534;czechr;23-Jul-12;2012;54232,916;0;negotiation;lowest price;regional/local ;<=10
CZ45671745;CZ25322257;0,39387;Zájmové sdružení obcí-Vodovody a kanalizace Znojem;CZ0647;5;45252120-5;2;1;CZ064;1;Zajištění kvality pitné vody pro SV Znojmo;600;IMOS Brno, a.s.;CZ0642;czechr;12-Oct-12;2012;19227444;1;open;price plus quality;regional/local ;<=10
CZ00290904;CZ45274924;0,39368;OBEC DOLNÍ NĚMČÍ;CZ0722;15;45233162-2;1;0;CZ072;;Cyklistická stezka Slavkov - Dolní Němčí - Nivnice;107;EUROVIA CS, a.s.;CZ0100;czechr;17-Jul-12;2012;268113,89;1;open;lowest price;regional/local ;<=10
CZ00063894;CZ25593161;0,39232;Městská část Praha 9;CZ0100;17;45421100-5;1;1;CZ010;1;Snížení energetické náročnosti – ZŠ Litvínovská 500, ZŠ Litvínovská 600;100;PÁTÁ STAVEBNÍ CZ, a.s.;CZ0801;czechr;12-Dec-12;2012;677687,15;1;open;lowest price;regional/local ;50<x<=100
CZ75151481;CZ26211726;0,39186;Krajské ředitelství policie Středočeského kraje;CZ0100;12;45216100-5;1;1;CZ020;0;Kontaktní a koordinační centra II. v objektech KŘP Středočeského kraje, Březnice, Příbram, DI Kolín, DO Nová Ves.;;HOSS a.s.;CZ0201;czechr;17-Dec-12;2012;128189,13;0;open;lowest price;national ;100<x<=500
CZ00022179;CZ28173279;0,39096;Národní ústav pro vzdělávání, školské poradens;CZ0100;10;45000000-7;2;0;CZ010;;„NÚV – REKONSTRUKCE BUDOVY“;;"B &amp; J Holding,a.s.";CZ0100;czechr;19-Sep-12;2012;262804,63;1;open;price plus quality;supported body/soe ;500<x
CZ00262871;CZ26271303;0,3908;MĚSTO CHRASTAVA;CZ0513;9;45000000-7;1;0;CZ051;0;Oprava povodňových škod v Chrastavě M3, most Vítkovská, secesní most;;Skanska a.s.;CZ0100;czechr;31-Jan-12;2012;287549;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00284891;CZ48035599;0,39069;Město HODONÍN;CZ0645;4;45000000-7;1;0;;1;„Stavební úpravy MK Na Pískách, Hodonín“;;SWIETELSKY stavební s.r.o.;CZ0311;czechr;10-Jul-12;2012;597609,63;0;negotiation;lowest price;regional/local ;100<x<=500
CZ00297313;CZ25904612;0,38979;Město Třinec;CZ0802;7;45111100-9;1;1;CZ080;;Brownfield Frýdecká;;MROZEK  a.s.;CZ0802;czechr;14-Mar-12;2012;497664,03;0;open;lowest price;regional/local ;100<x<=500
CZ00249998;CZ60838744;0,38933;Město Písek;CZ0314;12;45233140-2;1;0;CZ031;1;REVITALIZACE HISTORICKÉHO JÁDRA MĚSTA PÍSKU - III. ETAPA PŘEDPOLÍ KAMENNÉHO MOSTU;90;STRABAG  a.s.;CZ0100;czechr;11-Sep-12;2012;242862,12;1;open;lowest price;regional/local ;50<x<=100
CZ00234516;CZ25145959;0,38857;Statutární město Kladno;CZ0203;5;45213316-1;1;0;CZ020;1;Výstavba a rekonstrukce chodníků a parkovišť;;"Klika  &amp; Dvořák, s.r.o.";CZ0203;czechr;26-Oct-12;2012;8032128,5;1;open;lowest price;regional/local ;100<x<=500
CZ70932581;CZ60838744;0,38844;Správa a údržba silnic Jihomoravského kraje, přís;CZ0642;13;45000000-7;1;1;CZ064;1;II/420  Hustopeče  - Kurdějov, 3. dodatečné práce;360;STRABAG  a.s.;CZ0100;czechr;18-Apr-12;2012;1164829,1;1;open;lowest price;supported body/soe ;100<x<=500
CZ00296562;CZ26792770;0,38843;Obec Bystřice;CZ0802;3;45233000-9;1;0;CZ080;0;BYSTŘICE NAD OLŠÍ - FARSKÉ, INŽENÝRSKÉ SÍTĚ - KOMUNIKACE VČETNĚ ODVODNĚNÍ;;HOMOLA a.s.;CZ0806;czechr;29-Jun-12;2012;241470,66;0;negotiation;lowest price;regional/local ;10<x<=25
CZ70932581;CZ60838744;0,38807;Správa a údržba silnic Jihomoravského kraje, přís;CZ0642;13;45000000-7;1;1;CZ064;1;II/421 Bořetice, průtah - Kobylí, 1. dodatečné stavební práce;270;STRABAG  a.s.;CZ0100;czechr;20-Apr-12;2012;1128071,9;1;open;lowest price;supported body/soe ;100<x<=500
CZ00240117;CZ45788677;0,38792;Město Čelákovice;CZ0209;10;45214100-1;2;0;CZ020;0;Rekonstrukce MŠ Rumunská v Čelákovicích - část veřejné zakázky - Rekonstrukce sociálních zařízení;;COM-TIP s.r.o.;CZ0100;czechr;16-Jul-12;2012;35417,645;0;open;price plus quality;regional/local ;25<x<=50
CZ00301825;CZ45274924;0,38659;Statutární město Přerov;CZ0714;7;45233100-0;4;0;CZ071;1;Jižní předpolí Tyršova mostu Přerov, 2. etapa;138;EUROVIA CS, a.s.;CZ0100;czechr;19-Jun-12;2012;507296,27;1;open;price plus quality;regional/local ;100<x<=500
CZ00254061;CZ45274924;0,3865;Město Mariánské Lázně;CZ0411;11;45110000-1;1;1;CZ041;1;Revitalizace a regenerace brownfields I a II část;138;EUROVIA CS, a.s.;CZ0100;czechr;21-Jun-12;2012;431043,96;1;open;lowest price;regional/local ;50<x<=100
CZ70889546;CZ45273910;0,3864;Královéhradecký kraj;CZ0521;7;45233000-9;3;1;CZ052;1;II/297 Čistá - Černý Důl - Jánské Lázně - Svoboda nad Úpou - úsek IV a V;;Pražské silniční a vodohospodářské stavby, a.s.;CZ0100;czechr;17-Apr-12;2012;1675489,2;1;open;price plus quality;regional/local ;100<x<=500
CZ00261912;CZ26769611;0,3858;MĚSTO KADAŇ;CZ0422;11;45000000-7;3;1;CZ042;0;NÁBŘEŽÍ MAXIPSA FÍKA – KADAŇ – CELEK II. VODNÍ SPORTY, 1.ETAPA;;PETROM STAVBY, s.r.o.;CZ0100;czechr;25-May-12;2012;771745,38;1;open;price plus quality;regional/local ;50<x<=100
CZ00284891;CZ60838744;0,38562;Město HODONÍN;CZ0645;4;45000000-7;1;1;;1;"1)	„Parkovací plochy Bažantnice, I. etapa, 3. část, ulice Erbenova, Hodonín“2)	„Parkovací plochy Hodonín – Bažantnice I – 2. Etapa – ul. Křičkova“3)	„Hodonín – obnova hracích h�";;STRABAG  a.s.;CZ0100;czechr;10-Jul-12;2012;550509,87;0;negotiation;lowest price;regional/local ;100<x<=500
CZ00300063;CZ47671416;0,38529;Město Hlučín;CZ0805;17;45000000-7;1;0;CZ080;1;Zateplení objektu kulturního domu Darkovičky;;NOSTA, s.r.o.;CZ0804;czechr;28-Nov-12;2012;82639,739;0;negotiation;lowest price;regional/local ;50<x<=100
CZ62690094;CZ25937499;0,38405;Univerzita Hradec Králové;CZ0521;6;45214400-4;2;0;CZ052;0;"Univerzita Hradec Králové, Palachovy koleje - oprava a částečná rekonstrukce elektrických rozvodů a bytových jader, montáže strukturované kabeláže a STA vchodu E""""";;REDOMO a.s.;CZ0521;czechr;29-Jun-12;2012;155607,57;0;negotiation;price plus quality;established by public law;100<x<=500
CZ00251810;CZ62509641;0,38289;Město Strakonice;CZ0316;13;45214200-2;1;1;CZ031;0;Zateplení  a výměna oken ZŠ Poděbradova, Strakonice;91;JIHOSPOL, Jihočeská obchodní a stavební společnost, a.;CZ0316;czechr;29-Mar-12;2012;685056,66;1;open;lowest price;regional/local ;100<x<=500
CZ00260177;CZ45192286;0,38277;Město Stříbro;CZ0327;20;45110000-1;1;0;CZ032;;Demolice nevyužitelné části areálu Stříbro-3.etapa;;ALPINE Bau CZ s.r.o.;CZ0723;czechr;31-Aug-12;2012;160975;1;outside pp law;lowest price;regional/local ;25<x<=50
CZ70932581;CZ48035599;0,38264;Správa a údržba silnic Jihomoravského kraje, přís;CZ0642;10;45000000-7;2;1;CZ064;1;II/422 Svatobořice - Mistřín průtah, II. stavba;360;SWIETELSKY stavební s.r.o.;CZ0311;czechr;25-Apr-12;2012;783697;1;open;price plus quality;supported body/soe ;100<x<=500
CZ00023001;CZ25607618;0,38236;INSTITUT KLINICKÉ A EXPERIMENTÁLNÍ MEDICINY;CZ0100;4;45000000-7;1;0;CZ010;0;"IKEM - Rekonstrukce gastronomického provozu""""";;BAU plus, a.s.;CZ0100;czechr;27-Apr-12;2012;664357,9;1;open;lowest price;supported body/soe ;500<x
CZ00260428;CZ49285289;0,38165;MĚSTO ČESKÁ LÍPA;CZ0511;19;45000000-7;2;0;CZ051;0;Rekonstrukce a dostavba pavilonu B - ZŠ speciální Jižní 1970, Česká Lípa;360;HELIOS Bau spol. s r.o.;CZ0207;czechr;24-Oct-12;2012;270241,48;1;open;lowest price;regional/local ;100<x<=500
CZ46747885;CZ40232549;0,38155;Technická univerzita v Liberci;CZ0513;13;45214400-4;1;1;CZ051;0;Snížení energetické náročnosti objektů TU Liberec;;B R E X,  spol. s r.o.;CZ0513;czechr;14-May-12;2012;343095,89;1;open;lowest price;established by public law;500<x
CZ00284301;CZ26954532;0,38116;Město Otrokovice;CZ0724;5;45233160-8;1;1;;1;Otrokovice - revitalizace severovýchodní části náměstí 3. května;;ALSPO ZLÍN s.r.o.;CZ0724;czechr;25-Apr-12;2012;570745,21;0;negotiation;lowest price;regional/local ;100<x<=500
CZ00284301;CZ26954532;0,38116;Město Otrokovice;CZ0724;5;45233160-8;1;1;;1;Otrokovice - revitalizace severovýchodní části náměstí 3. května;;ALSPO ZLÍN s.r.o.;CZ0724;czechr;25-Apr-12;2012;570745,21;0;negotiation;lowest price;regional/local ;100<x<=500
CZ70889546;CZ42196868;0,38087;Královéhradecký kraj;CZ0521;7;45233000-9;3;1;CZ052;1;III/3193 Peklo nad Zdobnicí - Roveň;;M - SILNICE a.s.;CZ0532;czechr;11-Apr-12;2012;665995,49;1;open;price plus quality;regional/local ;100<x<=500
CZ00253014;CZ25151541;0,38083;Město Tábor;CZ0317;12;45211100-0;1;1;CZ031;0;Rekonstrukce panelových domů Kpt. Jaroše 2401, 2402-2403 a 2404-2405 v Táboře.;119;IZOLTECHNIK CZECH s.r.o.;CZ0311;czechr;3-Oct-12;2012;174466,87;1;open;lowest price;regional/local ;100<x<=500
CZ00232645;CZ25652362;0,38041;Město Sedlec-Prčice;CZ020B;5;45214200-2;2;1;CZ020;1;Rekonstrukce (stavební úpravy) MŠ Sedlec-Prčice;;S-B s.r.o.;CZ020B;czechr;17-Oct-12;2012;772160,69;0;open;price plus quality;regional/local ;<=10
CZ00245267;CZ60753013;0,38039;Město NOVÉ HRADY;CZ0311;6;45212000-6;1;1;CZ031;0;NOVÉ HRADY – INVESTICE PRO INTEGROVANÝ ROZVOJ KULTURY A KVALITY SPOLEČENSKÉHO A SPOLKOVÉHO ŽIVOTA – CZ.1.14/2.3.00/06.02116 „REKONSTRUKCE SPOLEČENSKÉHO SÁLU NAKOLICE STAVEBNÍ ÚPRAVY – NÁS;;ARCHATT PAMÁTKY spol. s r.o.;CZ0634;czechr;12-Jan-12;2012;73885,848;0;negotiation;lowest price;regional/local ;<=10
CZ75046962;CZ44738773;0,38036;Státní úřad inspekce práce;CZ0805;6;45321000-3;3;0;CZ064;1;OIP Brno - výměna oken, zateplení vnějšího pláště;;RENOVA OPAVA, spol. s r.o.;CZ0100;czechr;31-Jan-12;2012;295058,41;0;negotiation;lowest price;national ;100<x<=500
