Source;Target;cri_comp;icl.i;ich.i;icm.i;scl.s;sch.s;scm.s;anb_name;anb_nuts;ca_bids;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;w_consortium;w_name;w_nuts;country;rowid;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion;anb_type;anb_sector;anb_empl_cat
HU725327;HU12785986;0.1054305;0;0;0;0;0;0;Dévaványa Városi Önkormányzat;HU332;4;45232130-2;3;0;HU332;1;csapadékvíz elvezetés tervezése és kivitelezése;0;UVIÉP UNIVERZÁLIS VÍZIKÖZM?-ÉPÍT? ÉS SZOLGÁLTATÓ K;HU332;hungary;199940;6-Feb-09;2009;341063.71;1;open;price plus quality;regional/local ;missing;100<x<=500
HU11337717;HU12809813;0.626208;0;0;0;0;0;0;MALOMSOKI 'EXTRA-TEJ' TEJTERMELÖ ÉS ÁLLATTENYÉSZTÖ;HU213;1;45213240-7;4;1;HU2;0;Pályázatból megvalósuló állattartó telep korszer?sítése;0;V-GÉP IPARI, KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FEL;HU213;hungary;200002;18-Mar-09;2009;438239.66;1;invitation;price plus quality;other/private ;missing;missing
HU13817909;HU12809813;0.5619274;0;0;0;0;0;0;Hungary Pork Sertéstenyészt? Korlátolt Felel?sség?;HU221;1;45000000-7;5;1;HU221;1;EMVA állattartó telep korszer?sítéséhez kapcsolódó építések;0;V-GÉP IPARI, KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FEL;HU213;hungary;200003;21-Nov-09;2009;2975932.3;1;invitation;price plus quality;supported body/soe ;missing;missing
HU501024;HU12810370;0.501354;0;15;0;0;1;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45260000-7;9;0;HU101;0;Kémény-karbantartási munkák - keretmegállapodás 2. rész - 2009/1. n.év;0;3 R Kereskedelmi és Szolgáltató Kft.;HU101;hungary;200008;8-Jun-09;2009;58.958.169;1;open;price plus quality;regional/local ;missing;100<x<=500
HU501024;HU12810370;0.5008236;0;15;0;0;1;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45260000-7;9;0;HU101;0;Kémény-karbantartási munkák - keretmegállapodás 2. rész eredményér?l szóló tájékoztató - 2008. IV. negyedév;0;3 R Kereskedelmi és Szolgáltató Kft.;HU101;hungary;200010;26-Jan-09;2009;5.065.797;1;open;price plus quality;regional/local ;missing;100<x<=500
HU501024;HU12810370;0.4949429;0;15;0;0;1;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45260000-7;9;0;HU101;0;Kémény-karbantartási munkák - keretmegállapodás 2. rész eredményér?l szóló tájékoztató - 2008. IV. negyedév;0;3 R Kereskedelmi és Szolgáltató Kft.;HU101;hungary;200009;26-Jan-09;2009;1.251.816;1;open;price plus quality;regional/local ;missing;100<x<=500
HU735649;HU12810370;0.7009778;0;0;0;0;1;0;Budapest I. Kerület Budavári Önkormányzat;HU101;1;45000000-7;7;0;HU101;1;a Budapest, I. ker. Budavári Önkormányzat tulajdonában, és az I. ker. Gamesz kezelésében lév? Iskola u. 12. m?emlék épület felújítási munkái;0;3 R Kereskedelmi és Szolgáltató Kft.;HU101;hungary;200014;7-Dec-09;2009;812827.06;1;negotiation;price plus quality;regional/local ;general public services;100<x<=500
HU501024;HU12810370;0.4992519;0;15;0;0;1;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45260000-7;9;0;HU101;0;Kémény-karbantartási munkák - keretmegállapodás 2. rész eredményér?l szóló tájékoztató - 2008. IV. negyedév;0;3 R Kereskedelmi és Szolgáltató Kft.;HU101;hungary;200011;26-Jan-09;2009;3.486.504;1;open;price plus quality;regional/local ;missing;100<x<=500
HU501024;HU12810370;0.497465;0;15;0;0;1;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45260000-7;9;0;HU101;0;Kémény-karbantartási munkák - keretmegállapodás 2. rész eredményér?l szóló tájékoztató - 2008. IV. negyedév;0;3 R Kereskedelmi és Szolgáltató Kft.;HU101;hungary;200013;26-Jan-09;2009;2.279.904;1;open;price plus quality;regional/local ;missing;100<x<=500
HU501024;HU12810370;0.4939406;0;15;0;0;1;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45260000-7;9;0;HU101;0;Kémény-karbantartási munkák - keretmegállapodás 2. rész eredményér?l szóló tájékoztató - 2008. IV. negyedév;0;3 R Kereskedelmi és Szolgáltató Kft.;HU101;hungary;200012;26-Jan-09;2009;986.436;1;open;price plus quality;regional/local ;missing;100<x<=500
HU501024;HU12810370;0.4971274;0;15;0;0;1;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45260000-7;9;0;HU101;0;Kémény-karbantartási munkák - keretmegállapodás 2. rész - 2009/1. n.év;0;3 R Kereskedelmi és Szolgáltató Kft.;HU101;hungary;200007;8-Jun-09;2009;21.587.128;1;open;price plus quality;regional/local ;missing;100<x<=500
HU734444;HU12814769;0.1206371;15;0;0;0;0;0;Nagykanizsa Megyei Jogú Város Önkormányzata;HU223;4;45000000-7;5;0;HU-22;0;2009. évi intézményi felújítások Nagykanizsán;0;SZILEMA-BAU Tervez? és Szolgáltató Korlátolt Felel?ssé;HU223;hungary;200045;26-Oct-09;2009;49.268.749;1;open;price plus quality;regional/local ;general public services;500<x
HU734444;HU12814769;0.1251492;15;0;0;0;0;0;Nagykanizsa Megyei Jogú Város Önkormányzata;HU223;4;45000000-7;5;0;HU-22;0;2009. évi intézményi felújítások Nagykanizsán;0;SZILEMA-BAU Tervez? és Szolgáltató Korlátolt Felel?ssé;HU223;hungary;200047;26-Oct-09;2009;14.400.657;1;open;price plus quality;regional/local ;general public services;500<x
HU734444;HU12814769;0.122655;15;0;0;0;0;0;Nagykanizsa Megyei Jogú Város Önkormányzata;HU223;4;45000000-7;5;0;HU-22;0;2009. évi intézményi felújítások Nagykanizsán;0;SZILEMA-BAU Tervez? és Szolgáltató Korlátolt Felel?ssé;HU223;hungary;200042;26-Oct-09;2009;79.595.813;1;open;price plus quality;regional/local ;general public services;500<x
HU734444;HU12814769;0.122138;15;0;0;0;0;0;Nagykanizsa Megyei Jogú Város Önkormányzata;HU223;4;45000000-7;5;0;HU-22;0;2009. évi intézményi felújítások Nagykanizsán;0;SZILEMA-BAU Tervez? és Szolgáltató Korlátolt Felel?ssé;HU223;hungary;200044;26-Oct-09;2009;70.391.143;1;open;price plus quality;regional/local ;general public services;500<x
HU15337159;HU12867293;0.4972534;0;0;0;0;0;1;DUNAPATAJ NAGYKÖZSÉG POLGÁRMESTERI HIVATALA;HU331;1;45214000-0;5;0;HU331;0;Dunapataj Duna-menti Közoktatási Társulás Óvodája, Általános és M?vészeti Iskola tagjának Géderlaki tagintézmény (Géderlak, Dunaszentbenedeki u. 2.) épületének felújítási, korszer?síté;0;KALO-BAU ÉPÍT?IPARI ÉS SZOLGÁLTATÓ KORLÁTOLT FELEL?SS;HU331;hungary;200497;23-Dec-09;2009;81.017.076;0;missing/error;price plus quality;regional/local ;general public services;missing
HU724429;HU12867293;0.1138612;0;0;0;0;0;1;Kalocsa Város Önkormányzata;HU331;6;45331000-6;3;0;HU331;1;Asztrik téri oktatási intézmény f?tésrekonstrukció - tájer;0;KALO-BAU ÉPÍT?IPARI ÉS SZOLGÁLTATÓ KORLÁTOLT FELEL?SS;HU331;hungary;200491;21-Dec-09;2009;61.837.493;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU746034;HU12876208;0.0868473;36;1;18;0;0;1;VÁM- ÉS PÉNZÜGY?RSÉG;HU321;6;45453100-8;1;0;HU323;0;Épületfelújítási munkálatok Kisvárdán és Mátészalkán;0;MÁ-DI Épít?ipari és Szolgáltató Korlátolt Felel?ssé;HU323;hungary;200610;4-Mar-09;2009;129503.11;1;open;lowest price;national ;missing;500<x
HU735188;HU12876208;0.4788364;0;0;0;0;0;1;Nyírtét Község Önkormányzat;HU323;2;45200000-9;5;1;HU323;0;Nyírtét Bónis Sámuel Általános Iskola komplex fejlesztése, eszközbeszerzéssel eredménye;0;MÁ-DI Épít?ipari és Szolgáltató Korlátolt Felel?ssé;HU323;hungary;200609;5-Oct-09;2009;465429.4;1;negotiation;price plus quality;regional/local ;general public services;50<x<=100
HU18455058;HU12906989;0.1073183;0;0;1;0;0;0;Szegedi Környezetgazdálkodási Nonprofit Korlátolt F;HU333;5;45210000-2;4;0;HU-33;0;Vállalkozási szerz?dés irodaház ráépítéssel történ? b?vítésére;0;GENÉV Generál Ingatlanforgalmazási Épít?ipari Vállalk;HU333;hungary;201092;22-Jul-09;2009;718642.49;1;open;price plus quality;regional/local ;missing;missing
HU490331;HU12913480;0.109781;0;0;0;0;0;0;F?városi Önkormányzat Heim Pál Gyermekkórház;HU101;6;45215100-8;1;0;HU102;1;Heim Pál Gyermekkórház - Gyermek és Ifjúsági Pszichiátriai Osztály kialakítása a Budapest, VIII. Delej u. 9. szám alatti volt vérellátó épületben;0;Construm Beruházó és Kivitelez? Korlátolt Felel?sség?;HU102;hungary;201121;19-Jan-09;2009;724705.48;1;open;lowest price;regional/local ;missing;500<x
HU732055;HU12926743;0.5978079;0;0;0;0;0;0;Balkány Város Önkormányzat;HU323;6;45000000-7;6;1;HU323;1;tornacsarnok feljújítása, korszer?sítése, építése;0;"SZIB-ÉP"" ÉPÍT?IPARI KORLÁTOLT FELEL?SSÉG? TÁRSASÁG""";HU321;hungary;201241;7-Sep-09;2009;1324800;1;negotiation;price plus quality;regional/local ;general public services;100<x<=500
HU329848;HU12928099;0.1196712;15;0;6;0;0;0;Kecskeméti F?iskola;HU331;4;45214000-0;1;1;HU331;0;fels?oktatási tevékenységek színvonalának emeléséhez szükséges infrastrukturális és informatikai fejlesztések (TIOP-1.3.1/07/2) projekt GAMF Kar és Kertészeti Kar építési beruházásai kivit;0;KFKI Rendszerintegrációs Zrt.;HU101;hungary;201287;27-Nov-09;2009;12.003.329;1;invitation;lowest price;other/private ;education;500<x
HU727716;HU12936027;0.4649102;0;0;0;0;0;0;Beled Város Önkormányzata;HU221;2;45232450-1;4;0;HU221;1;Beled, Kossuth utca csapadékvíz-elvezet? rendszer felújítása II.;0;TIA 2002 Épít?ipari Tervez?, Kivitelez? és Kereskedelmi;HU222;hungary;201447;19-Oct-09;2009;55204;1;other/framework;price plus quality;regional/local ;general public services;50<x<=100
HU484996;HU12952557;0.5320438;0;1;0;0;0;0;Nevelési-Oktatási Intézmények Gazdasági Szolgálat;HU333;1;45310000-3;1;0;HU333;0;f?kapcsoló szekrény és áramszolgáltatói mér?hely cseréje a Tabán Általános Iskolában;0;HAFAKO-VILL Villanyszerelési, Szolgáltató és Kereskedel;HU333;hungary;201565;16-Dec-09;2009;3513.6;0;other/framework;lowest price;regional/local ;missing;500<x
HU730105;HU12988732;0.1255379;28;1;16;0;0;0;Budaörs Város Önkormányzata;HU102;4;45210000-2;4;0;HU102;0;Budaörsi intézmények felújítása;0;HARD LIKE STONE Épít?ipari Korlátolt Felel?sség? Társa;HU102;hungary;201829;9-Nov-09;2009;29.645.825;1;negotiation;price plus quality;regional/local ;general public services;100<x<=500
HU730105;HU12988732;0.1116675;28;1;16;0;0;0;Budaörs Város Önkormányzata;HU102;6;45210000-2;4;0;HU102;0;Budaörsi intézmények felújítása;0;HARD LIKE STONE Épít?ipari Korlátolt Felel?sség? Társa;HU102;hungary;201828;9-Nov-09;2009;10.965.602;1;negotiation;price plus quality;regional/local ;general public services;100<x<=500
HU735793;HU12998353;0.1203231;15;0;6;0;0;0;Budapest F?város XVI.Kerület Önkormányzat;HU101;4;45112700-2;1;0;HU101;0;Budapest XVI. kerületi Centenáriumi lakótelep I. ütem közterületeinek felújítása;0;EVERLING Épít?,Termel? és Szolgáltató Korlátolt Felel;HU102;hungary;201942;12-Jun-09;2009;510414.83;1;open;lowest price;regional/local ;missing;100<x<=500
HU15308799;HU13003522;0.0516916;3;0;0;0;0;0;BUDAPESTI M?SZAKI ÉS GAZDASÁGTUDOMÁNYI EGYETEM;HU101;3;45000000-7;1;0;HU101;1;BME ÉMK épít?anyag labor bels? átalakítási munkái;0;PRENOKER Épít?ipari kivitelez? és Nyomda Stúdió Szolg�;HU101;hungary;201996;17-Aug-09;2009;63.495.274;1;open;lowest price;national ;missing;missing
HU436807;HU13028367;0.530376;0;0;0;0;1;0;Zalaújlak Község Önkormányzata;HU223;1;45232400-6;7;1;HU 22;1;ajánlatkér? szennyvízelvezetésének és kezelésének megoldása;0;SZABAU INVEST Épít?ipari és Ingatlanforgalmi Korlátolt;HU223;hungary;202174;16-Dec-09;2009;341770.8;1;open;price plus quality;regional/local ;general public services;<=10
HU436764;HU13028367;0.5303287;0;0;0;0;1;0;Csapi Község Önkormányzata;;1;45232400-6;7;1;HU 22;1;ajánlatkér? szennyvízelvezetésének és kezelésének megoldása;0;SZABAU INVEST Épít?ipari és Ingatlanforgalmi Korlátolt;HU223;hungary;202172;16-Dec-09;2009;337949.76;1;open;price plus quality;regional/local ;general public services;50<x<=100
HU732110;HU13032580;0.112158;0;0;0;0;0;0;Nyírcsászári Község Önkormányzata;HU323;4;45000000-7;1;0;HU323;0;Bátorliget és Terem óvodáinak felújítási munkái;0;DPD-BAU Fuvarozó és Szolgáltató Korlátolt Felel?sség?;HU323;hungary;202212;30-Sep-09;2009;51.830.434;1;missing/error;lowest price;supported body/soe ;general public services;25<x<=50
HU735584;HU13061737;0.1069586;0;1;2;1;0;0;Debrecen Megyei Jogú Város Önkormányzata;HU321;5;45213315-4;1;1;HU321;1;Debrecen város 47 db buszmegállójának korszer?sítése, illetve átépítése;0;W-MIX Aszfaltkeverék-gyártó és -forgalmazó Kft.;HU102;hungary;202504;20-Feb-09;2009;386006.66;1;open;lowest price;regional/local ;missing;500<x
HU18081613;HU13061737;0.0301917;6;0;0;1;0;0;Magyar Közút Állami Közútkezel?, Fejleszt?, M?szak;HU101;5;45233140-2;1;1;HU322;1;ROP burkolatfelújítás 2008. - Észak-alföldi régió III. (nemzeti);0;W-MIX Aszfaltkeverék-gyártó és -forgalmazó Kft.;HU102;hungary;202505;13-Mar-09;2009;1583740.5;1;open;lowest price;national ;missing;missing
HU746034;HU13070041;0.0445943;36;1;18;0;0;0;VÁM- ÉS PÉNZÜGY?RSÉG;HU311;6;45442110-1;1;0;HU311;0;Miskolc, Széchenyi u.10. szám alatti épület küls? festése;0;ALPIN-KORR-BAU Épít?ipari, Kereskedelmi és Szolgáltató;HU312;hungary;202730;15-Jun-09;2009;37.492.321;1;open;lowest price;national ;missing;500<x
HU728504;HU13073381;0.4559712;0;1;0;0;0;0;Balmazújváros Város Önkormányzata;HU321;1;45212322-9;3;0;HU321;0;színház felújítás;0;KELET PONYVA Ingatlanberuházó, Szolgáltató és Keresked;HU321;hungary;202752;30-Jan-09;2009;335160;1;invitation;price plus quality;regional/local ;missing;500<x
HU501024;HU13085306;0.5110534;0;15;0;0;0;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45211341-1;9;0;HU101;0;lakások karbahelyezése, karbantartása - keretmegállapodás II. rész - 2009/I. n.év.;0;SHEL-FEX 2003 Épít?ipari, Kereskedelmi és Szolgáltató;HU102;hungary;202788;22-May-09;2009;13.508.935;1;open;price plus quality;regional/local ;missing;100<x<=500
HU501024;HU13085306;0.5068633;0;15;0;0;0;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45211341-1;9;0;HU101;0;lakások karbahelyezése, karbantartása - keretmegállapodás II. rész - 2009/I. n.év.;0;SHEL-FEX 2003 Épít?ipari, Kereskedelmi és Szolgáltató;HU102;hungary;202786;22-May-09;2009;49.894.087;1;open;price plus quality;regional/local ;missing;100<x<=500
HU501024;HU13085306;0.5108725;0;15;0;0;0;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45211341-1;9;0;HU101;0;lakások karbahelyezése - keretmegállapodás II. rész - II. né.;0;SHEL-FEX 2003 Épít?ipari, Kereskedelmi és Szolgáltató;HU102;hungary;202784;18-Sep-09;2009;13.545.457;1;open;price plus quality;regional/local ;missing;100<x<=500
HU501024;HU13085306;0.5109473;0;15;0;0;0;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45211341-1;9;0;HU101;0;lakások karbahelyezése - keretmegállapodás II. rész - II. né.;0;SHEL-FEX 2003 Épít?ipari, Kereskedelmi és Szolgáltató;HU102;hungary;202785;18-Sep-09;2009;13.788.537;1;open;price plus quality;regional/local ;missing;100<x<=500
HU501024;HU13085306;0.5085863;0;15;0;0;0;0;Budapest, I. Kerület Budavári Önkormányzat Gazdasá;HU101;1;45211341-1;9;0;HU101;0;lakások karbahelyezése, karbantartása - keretmegállapodás II. rész - 2009/I. n.év.;0;SHEL-FEX 2003 Épít?ipari, Kereskedelmi és Szolgáltató;HU102;hungary;202787;22-May-09;2009;75.148.742;1;open;price plus quality;regional/local ;missing;100<x<=500
HU13479763;HU13092010;0.7021486;0;0;0;0;0;0;MEZ?CSIR Baromfitenyészt? Kft;HU322;1;45213240-7;4;1;HU 32;1;Mez?hék 0191/9, és Tiszainoka 079/1 hrsz-en almostrágya kezelés korszer?sítése;0;DOBOS Baromfitenyészt? Korlátolt Felel?sség? Társaság;HU322;hungary;202815;16-Jan-09;2009;367200;0;open;price plus quality;other/private ;missing;missing
HU14605749;HU13125811;0.0302851;21;0;0;1;0;0;Magyar Közút Nonprofit Zártkör?en M?köd? Részvén;HU101;6;45233140-2;1;1;HU3;1;Tájékoztató az eljárás eredményér?l - ROP 2009 I. Észak-Alföldi Régió;0;EuroAszfalt Épít? és Szolgáltató Korlátolt Felel?ssé;HU102;hungary;203033;25-Sep-09;2009;1865121.8;1;open;lowest price;national ;missing;missing
HU732769;HU13125811;0.0994095;0;0;0;1;0;0;Törökszentmiklós Városi Önkormányzat;HU322;7;45233142-6;1;0;HU322;0;Törökszentmiklósi Akácos utca felújítása;0;EuroAszfalt Épít? és Szolgáltató Korlátolt Felel?ssé;HU102;hungary;203026;13-Mar-09;2009;104270.02;1;open;lowest price;regional/local ;missing;500<x
HU726654;HU13170158;0.0654011;0;0;0;3;0;0;Bordány Községi Önkormányzat;HU333;6;45000000-7;1;1;HU 33;0;óvoda-felújítás és bölcs?deépítés Bordányban;0;MIKSI HOLDING Épít?ipari, Szolgáltató és Kereskedelmi;HU333;hungary;203330;18-Nov-09;2009;234002.06;1;open;lowest price;regional/local ;general public services;100<x<=500
HU726621;HU13170158;0.0092333;1;0;0;3;0;0;Csongrád Megyei Önkormányzat;;11;45453100-8;1;0;HU333;0;ajánlatkér? székházépületének rekonstrukciós és karbantartási munkálatai elvégzése;0;MIKSI HOLDING Épít?ipari, Szolgáltató és Kereskedelmi;HU101;hungary;203328;10-Jun-09;2009;3.771.966;1;open;lowest price;regional/local ;missing;100<x<=500
HU735627;HU13170158;0.0937296;1;0;0;3;0;0;Szeged Megyei Jogú Város Önkormányzat;HU333;3;45330000-9;2;1;HU333;0;Szeged-Kiskundorozsma Tas utcai Bölcs?de energetikai korszer?sítése;0;MIKSI HOLDING Épít?ipari, Szolgáltató és Kereskedelmi;HU101;hungary;203332;7-Dec-09;2009;93053.45;1;open;price plus quality;regional/local ;general public services;500<x
HU729392;HU13173814;0.1179905;6;0;0;0;0;0;Hatvan Városi Önkormányzat;HU312;7;45231400-9;1;0;HU312;0;Északi tehermentesít? út építése I. ütem – közvilágítási hálózat kiépítése;0;STROM-KOVILL Szolgáltató és Kereskedelmi Korlátolt Fele;HU101;hungary;203344;30-Nov-09;2009;46.775.817;1;open;lowest price;regional/local ;general public services;500<x
HU730105;HU13179274;0.1199077;28;1;16;0;0;0;Budaörs Város Önkormányzata;HU102;4;45210000-2;4;0;HU102;0;Budaörsi intézmények felújítása;0;SinEr-Bau Épit?ipari, Kereskedelmi és Szolgáltató Korl�;HU102;hungary;203392;9-Nov-09;2009;7775.35;1;negotiation;price plus quality;regional/local ;general public services;100<x<=500
HU730105;HU13179274;0.1119473;28;1;16;0;0;0;Budaörs Város Önkormányzata;HU102;6;45210000-2;4;0;HU102;0;Budaörsi intézmények felújítása;0;SinEr-Bau Épit?ipari, Kereskedelmi és Szolgáltató Korl�;HU102;hungary;203393;9-Nov-09;2009;11.719.627;1;negotiation;price plus quality;regional/local ;general public services;100<x<=500
HU730105;HU13179274;0.1234349;28;1;16;0;0;0;Budaörs Város Önkormányzata;HU102;5;45210000-2;4;0;HU102;0;Budaörsi intézmények felújítása;0;SinEr-Bau Épit?ipari, Kereskedelmi és Szolgáltató Korl�;HU102;hungary;203391;9-Nov-09;2009;17982.8;1;negotiation;price plus quality;regional/local ;general public services;100<x<=500
HU730105;HU13179274;0.1112737;28;1;16;0;0;0;Budaörs Város Önkormányzata;HU102;4;45210000-2;4;0;HU102;0;Budaörsi intézmények felújítása;0;SinEr-Bau Épit?ipari, Kereskedelmi és Szolgáltató Korl�;HU102;hungary;203395;9-Nov-09;2009;99.855.393;1;negotiation;price plus quality;regional/local ;general public services;100<x<=500
HU20313720;HU13182654;0.0872;0;0;0;0;0;0;"Munkalehet?ség a Jöv?ért"" Szolnok Nonprofit és Kö""";HU322;6;45210000-2;1;1;322;1;építési szerz?dés meglév? üzemépületek átalakítása, felújítása rendeltetés megváltoztatására;0;SZANDAI KAPOCS Egyszemélyes Ingatlanhasznosító Korlátol;HU322;hungary;203424;16-Sep-09;2009;153678.08;1;open;lowest price;supported body/soe ;missing;missing
HU484996;HU13199052;0.5378177;0;1;0;0;0;0;Nevelési-Oktatási Intézmények Gazdasági Szolgálat;HU333;1;45260000-7;1;0;HU333;0;beázások megszüntése tornacsarnokban;0;MC REKORD Kivitelez? és Szolgáltató Kft;HU333;hungary;203546;18-Dec-09;2009;4941;0;other/framework;lowest price;regional/local ;missing;500<x
HU733755;HU13213075;0.0695322;0;0;0;0;0;0;Répcelak Város Önkormányzata;HU222;5;45000000-7;1;0;HU 22;0;temet?i kerítés és urnafal építés megnevezés? építés beruházási kiviteli munkái;0;POLÁNYI és Társa Épít?ipari Korlátolt Felel?sség? T�;HU101;hungary;203645;31-Aug-09;2009;52.369.495;1;open;lowest price;regional/local ;missing;25<x<=50
HU10639205;HU13217471;0.5291384;0;0;0;0;1;0;B.T.G. Budaörsi Településgazdálkodási Korlátolt F;HU102;1;45233142-6;14;0;HU102;0;Szilárd és nem szilárd burkolatú utak felújítása és javítása - Tájékoztató az eljárás eredményér?l;0;4-ÉPV Épít?ipari, Szolgáltató és Kereskedelmi Korlát;HU212;hungary;203690;17-Aug-09;2009;248570;1;other/framework;price plus quality;regional/local ;general public services;missing
HU385727;HU13217471;0.4535612;0;0;0;0;1;0;Csolnok Község Önkormányzata;HU212;3;45233120-6;4;1;HU212;0;Csolnok Szt. Borbála, Erd?sor, Szénbányászok, Széchenyi utcák útfelújítása;0;4-ÉPV Épít?ipari, Szolgáltató és Kereskedelmi Korlát;HU212;hungary;203673;5-Oct-09;2009;236527.15;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU724034;HU13223122;0.1102915;0;0;0;0;0;0;Bóly Város Önkormányzat;HU231;5;45213250-0;3;1;HU231;1;Bólyi Ipari Park fejlesztése;0;SCHUMANN-FISCHER ÉPÍT?IPARI KORLÁTOLT FELEL?SSÉG? TÁRS;HU231;hungary;203720;7-Jan-09;2009;1278753.4;1;open;price plus quality;regional/local ;missing;100<x<=500
HU13960430;HU13223490;0.0698086;36;0;0;0;0;0;TIGÁZ-DSO Földgázelosztó Korlátolt Felel?sség? T�;HU321;5;45231220-3;2;0;HU102;0;2009. évi gázelosztó vezeték rekonstrukciós munkák 16 db blokkban;0;KÖZM? GENERÁL Épít? és Szolgáltató Korlátolt Felel?;HU323;hungary;203774;24-Jul-09;2009;351854.94;1;open;price plus quality;other/private ;missing;missing
HU734444;HU13225722;0.1212636;15;0;0;0;0;0;Nagykanizsa Megyei Jogú Város Önkormányzata;HU223;3;45000000-7;5;0;HU-22;0;2009. évi intézményi felújítások Nagykanizsán;0;KANIZSA BAU Épít?ipari Szolgáltató és Kereskedelmi Kor;HU223;hungary;203799;26-Oct-09;2009;57.180.117;1;open;price plus quality;regional/local ;general public services;500<x
HU734444;HU13225722;0.1220956;15;0;0;0;0;0;Nagykanizsa Megyei Jogú Város Önkormányzata;HU223;3;45000000-7;5;0;HU-22;0;2009. évi intézményi felújítások Nagykanizsán;0;KANIZSA BAU Épít?ipari Szolgáltató és Kereskedelmi Kor;HU223;hungary;203800;26-Oct-09;2009;69.684.681;1;open;price plus quality;regional/local ;general public services;500<x
HU735715;HU13243917;0.0964183;3;1;6;0;0;0;Budapest F?város VIII. Kerület Józsefvárosi Önkorm;HU101;4;45110000-1;1;0;HU 10;0;Corvin Sétány Program területén lév? Leonardo Da Vinci utca 32., 34, Vajdahunyad utca 25. épület bontása;0;EURO NOVO Épít?ipari, Kereskedelmi és Szolgáltató Korl;HU101;hungary;203925;13-Feb-09;2009;65804.97;0;missing/error;lowest price;regional/local ;missing;100<x<=500
HU731861;HU13252410;0.0421184;3;0;0;0;0;0;Nyírbátor Város Önkormányzata;HU323;4;45000000-7;1;0;HU;0;nyírbátori gyógyfürd? kiegészít? fejlesztéseinek kivitelezése;0;"KOSZ-ÉPTEK"" Épít?ipari Korlátolt Felel?sség? Társas�""";HU323;hungary;203954;10-Jun-09;2009;1231088.1;1;open;lowest price;regional/local ;missing;50<x<=100
HU731597;HU13255499;0.47528;0;10;5;0;0;0;Kaposvár Megyei Jogú Város Önkormányzata;HU232;5;45421110-8;1;0;HU232;0;KMJV Önkormányzata - Nyílászárók cseréje;0;KELET-ABLAK M?anyag Nyílászáró-gyártó és Forgalmazó;HU222;hungary;203995;27-Jul-09;2009;8.576.423;1;negotiation;lowest price;regional/local ;general public services;100<x<=500
HU731597;HU13255499;0.4748142;0;10;5;0;0;0;Kaposvár Megyei Jogú Város Önkormányzata;HU232;5;45421110-8;1;0;HU232;0;KMJV Önkormányzata - Nyílászárók cseréje;0;KELET-ABLAK M?anyag Nyílászáró-gyártó és Forgalmazó;HU222;hungary;203993;27-Jul-09;2009;76.773.342;1;negotiation;lowest price;regional/local ;general public services;100<x<=500
HU731597;HU13255499;0.4764833;0;10;5;0;0;0;Kaposvár Megyei Jogú Város Önkormányzata;HU232;5;45421110-8;1;0;HU232;0;KMJV Önkormányzata - Nyílászárók cseréje;0;KELET-ABLAK M?anyag Nyílászáró-gyártó és Forgalmazó;HU222;hungary;203994;27-Jul-09;2009;39.758.333;1;negotiation;lowest price;regional/local ;general public services;100<x<=500
HU735858;HU13274018;0.0202534;66;0;0;0;0;0;Budafok-Tétény Budapest XXII. Kerületi Önkormányza;HU101;2;45233220-7;1;0;HU;0;Bp. XXII. kerületben szilárd burkolatú útfelújításokra kötend? vállakozási szerz?dés;0;SZÉLES ÚT Épít?ipari és Szolgáltató Korlátolt Felel;HU212;hungary;204131;9-Sep-09;2009;169157.18;1;open;lowest price;missing;missing;100<x<=500
HU735858;HU13274018;0.010383;66;0;0;0;0;0;Budafok-Tétény Budapest XXII. Kerületi Önkormányza;HU101;2;45233220-7;1;0;HU;0;Bp. XXII. kerületben szilárd burkolatú útfelújításokra kötend? vállakozási szerz?dés;0;SZÉLES ÚT Épít?ipari és Szolgáltató Korlátolt Felel;HU212;hungary;204132;9-Sep-09;2009;16192;1;open;lowest price;missing;missing;100<x<=500
